gene_id	E04C01	E04C02	E04C03	E04C04	E04C05	E04C06	E04C07	E04C08	E04C09	E04C10	E04C11	E04C12
LOC107985705	2	4	4	4	8	0	10	2	0	4	1	5
OR13H1	2	2	1	3	0	0	1	0	0	5	1	0
LOC124905218	9	7	2	7	0	1	1	0	4	7	0	0
FIRRE	52	88	71	76	71	56	99	98	71	73	60	91
STK26	1253	1239	1297	956	1195	775	1477	1279	813	1137	1064	1111
FRMD7	2	0	4	0	2	0	1	0	2	0	0	4
RAP2C	2095	2122	2062	1771	2021	1395	2433	1947	1408	1935	1816	1926
RAP2C-AS1	33	33	26	38	17	20	24	46	21	16	36	33
MBNL3	1546	1429	1624	1348	1532	969	2005	1643	929	1397	1291	1656
HS6ST2	1043	1021	1096	924	1052	720	1450	1258	832	1178	973	1179
HS6ST2-AS1	0	0	0	0	0	0	0	0	0	0	1	6
LOC124905219	13	6	11	0	8	5	10	15	1	0	19	2
USP26	2	0	0	0	0	0	0	0	0	0	0	0
LOC124900495	0	0	0	0	0	0	0	0	0	0	0	0
TFDP3	0	0	0	0	0	0	0	0	0	0	0	0
GPC4	11	9	16	9	11	6	20	6	14	10	5	12
GPC3	40335	43226	45106	39025	44537	28254	50552	41643	35991	41861	39850	40742
GPC3-AS1	5	0	6	0	0	0	0	0	3	10	4	0
LOC124905220	12	6	7	7	5	8	8	16	13	9	25	18
MIR106AHG	0	0	0	0	1	0	0	0	0	0	0	0
MIR363	0	0	0	0	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR19B2	0	0	0	0	0	0	0	0	0	0	0	0
MIR20B	0	0	0	0	0	0	0	0	0	0	0	0
MIR18B	0	0	0	0	0	0	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0	0	0	0	0	0	0
CCDC160	0	0	1	1	0	10	2	0	0	6	2	0
PHF6	750	744	702	635	708	492	939	743	434	577	584	681
HPRT1	920	907	824	753	956	542	1082	882	960	742	758	868
MIR450B	0	0	0	0	0	3	0	1	0	0	0	0
MIR450A1	0	0	0	0	0	0	0	0	0	0	0	0
MIR450A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR542	0	0	0	0	0	0	0	1	0	0	2	0
MIR503HG	60	90	67	62	33	54	68	56	102	35	34	43
MIR503	1	9	2	1	5	2	1	6	0	6	2	12
MIR424	0	0	0	0	0	0	0	0	0	0	0	0
LINC00629	5	5	5	4	10	8	3	6	0	6	4	13
PLAC1	48	65	41	52	72	21	61	60	74	50	36	27
PABIR2	912	1035	895	737	958	664	1144	954	944	809	770	973
PABIR3	248	305	263	194	198	139	268	241	232	253	208	222
MOSPD1	1545	1501	1476	1293	1396	938	1806	1423	1421	1443	1453	1507
LINC02243	5	7	11	9	8	13	15	15	13	17	9	11
SMIM10	183	200	185	175	178	123	241	185	250	174	196	170
RTL8B	666	666	616	567	621	405	785	665	748	555	603	569
RTL8C	2177	2535	2315	2046	2183	1460	2680	2263	2961	2316	2407	2502
RTL8A	1202	1159	1134	1045	1079	714	1425	1259	1645	1190	1172	1323
SMIM10L2B	156	195	222	208	204	117	205	216	241	168	193	181
ETDB	0	0	0	0	0	0	0	0	0	0	0	0
SMIM10L2B-AS1	0	0	0	0	0	0	0	0	0	0	0	0
CT55	0	0	0	0	0	0	0	0	3	0	0	0
ZNF75D	462	472	474	307	377	244	531	490	369	427	392	427
ETDA	0	1	5	0	0	0	0	0	1	2	0	0
ETDC	0	0	1	0	0	0	0	0	0	0	3	0
LOC105373342	11	25	12	5	10	3	12	15	0	7	9	6
ZNF449	148	137	132	90	148	89	163	146	96	89	114	175
LOC100506790	0	0	0	0	1	0	0	0	0	0	0	0
SMIM10L2A	789	779	800	746	683	482	870	861	731	653	694	705
INTS6L-AS1	0	0	0	0	0	0	1	0	2	0	0	1
INTS6L	51	58	42	41	35	33	61	28	48	54	30	37
SAGE2P	0	0	0	0	0	0	0	0	0	0	0	0
CT45A1	0	0	0	0	0	0	0	0	0	0	0	0
CT45A3	0	0	0	0	0	0	0	0	0	0	0	0
CT45A5	0	0	0	0	0	0	0	0	0	0	0	0
CT45A6	0	0	0	0	0	0	0	0	0	0	0	0
CT45A2	0	0	0	0	0	0	0	0	0	0	0	0
CT45A7	0	0	0	0	0	0	0	0	0	0	0	0
CT45A8	0	0	0	0	0	0	0	0	0	0	0	0
CT45A9	0	0	0	0	0	0	0	0	0	0	0	0
CT45A10	0	0	0	0	0	0	0	0	0	0	0	0
SAGE1	0	0	0	0	0	0	0	0	0	0	0	0
MMGT1	938	981	839	750	959	628	1180	967	754	792	797	901
SLC9A6	606	683	788	641	705	459	827	694	474	554	621	723
LOC124905271	0	0	0	0	0	0	0	0	0	0	0	0
FHL1	0	4	1	7	2	0	0	1	3	2	3	4
MAP7D3	134	127	136	139	153	103	157	159	120	170	127	143
ADGRG4	3	0	0	0	0	0	0	0	0	0	0	0
BRS3	0	1	0	1	0	0	3	10	1	0	0	0
HTATSF1	1476	1543	1556	1425	1570	1028	1863	1531	1299	1416	1274	1488
VGLL1	22	42	26	36	50	30	54	66	37	58	39	30
MIR934	0	0	0	0	0	0	0	0	0	0	0	0
LINC00892	0	0	0	0	0	0	0	0	0	0	0	0
CD40LG	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF6	2	2	0	0	1	0	4	1	0	0	2	0
RBMX	7027	7088	6768	5955	6760	4325	8257	7128	6321	5735	5600	6627
SNORD61	0	0	0	0	0	0	0	0	0	0	0	0
GPR101	0	0	0	0	0	0	0	0	0	0	0	0
LINC02931	0	0	0	0	0	0	0	0	0	0	0	0
ZIC3	0	0	0	0	0	0	0	0	0	0	0	0
FGF13	131	139	134	129	146	98	132	118	153	106	116	141
MIR504	0	0	0	0	0	0	0	0	0	0	0	0
FGF13-AS1	0	0	1	0	0	0	0	0	0	0	0	0
LOC124905222	2	5	3	4	1	2	3	0	12	9	1	0
SRD5A1P1	0	0	0	0	0	0	0	0	0	0	0	0
F9	0	0	0	0	0	0	0	0	0	0	0	0
MCF2	5	2	6	2	0	1	5	0	0	2	1	0
LOC124905269	0	0	0	0	0	0	0	0	0	0	0	0
ATP11C	854	863	874	701	864	530	1143	862	491	831	649	739
MIR505	1	0	0	1	0	0	1	0	0	0	0	0
CXorf66	0	0	0	0	0	0	0	0	0	0	0	0
LOC728660	0	0	0	0	0	0	0	0	0	0	0	0
HAPSTR2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373343	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905265	0	0	0	0	0	0	0	0	0	0	0	0
SOX3	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373344	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928833	0	0	0	0	0	0	0	0	0	0	0	0
LINC00632	0	0	0	0	0	0	0	0	0	0	0	0
CDR1	0	0	0	0	0	0	0	0	0	0	0	3
MIR320D2	0	0	0	0	0	0	0	0	0	0	0	0
SPANXB1	3	4	0	1	4	0	0	0	5	1	3	0
LDOC1	0	1	0	0	0	0	0	0	0	0	3	0
SPANXC	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA2-OT1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0	0	0	0	0	0
LOC645188	0	0	0	0	0	0	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0	2	0	0	0	0	0
MAGEC3	0	0	0	0	2	0	0	0	0	0	0	0
MAGEC1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	0	0	0	0	0	0	3
LOC105373345	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905278	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN3	2	3	1	0	1	1	1	2	0	0	4	0
SLITRK4	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN2	0	0	0	0	0	0	0	0	0	0	0	0
UBE2NL	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN1	0	1	0	0	0	0	0	0	0	0	0	0
SLITRK2	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985703	0	0	0	0	0	0	0	0	0	0	0	0
MIR892C	0	0	0	0	0	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0	0	0	0	0	0
MIR888	0	0	0	0	0	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928808	0	0	0	0	0	0	0	0	0	0	0	0
CXorf51B	0	0	0	0	0	0	0	0	0	0	0	0
CXorf51A	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928832	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373347	5	5	4	1	13	0	5	5	10	0	2	0
MIR513C	0	0	0	0	4	0	1	0	0	0	0	0
MIR513B	0	0	0	0	0	0	0	0	0	0	0	0
MIR513A1	0	0	0	0	0	0	0	0	0	0	0	0
MIR513A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR506	0	0	0	0	0	0	0	0	0	0	0	0
MIR507	0	0	0	0	0	0	0	0	0	0	0	0
MIR508	0	0	0	0	0	0	0	0	0	0	0	0
MIR514B	0	0	0	0	0	0	0	0	0	0	0	0
MIR509-2	1	0	0	0	0	0	0	0	0	0	0	0
MIR509-3	0	0	0	0	0	0	0	0	0	0	0	0
MIR509-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR510	0	0	2	0	0	0	0	0	0	0	0	0
MIR514A1	0	0	0	0	0	0	0	0	0	0	0	0
MIR514A2	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928863	0	0	0	0	0	0	0	0	0	0	0	0
MIR514A3	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373348	0	0	1	0	0	0	0	5	0	0	0	0
LOC105373349	2	2	5	0	0	1	8	3	5	0	0	3
FMR1-AS1	3	15	15	0	7	1	0	4	3	12	13	7
FMR1	1863	2069	2093	1691	2014	1352	2490	2011	1509	1870	1826	1972
FMR1NB	0	0	0	0	1	0	0	2	0	0	0	0
AFF2	0	5	1	14	2	2	3	2	0	5	0	2
LOC122319696	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985667	2	3	0	2	0	6	8	3	9	2	1	0
IDS	2639	2981	2800	2727	2860	1890	3473	2982	1803	2856	2855	2921
EOLA1-DT	71	80	82	55	81	44	94	50	61	80	53	44
EOLA1	284	280	234	252	257	161	332	273	251	301	229	262
HSFX3	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	1	0	0	0	0	0	0
HSFX2	0	0	0	0	0	0	0	0	0	0	0	0
TMEM185A	209	260	247	242	269	184	335	269	242	215	273	273
MAGEA11	5	0	0	0	2	1	1	0	6	2	0	0
HSFX1	3	0	2	0	3	2	0	0	4	11	2	2
MAGEA9	0	0	0	0	3	1	0	0	0	0	1	0
LINC00850	0	0	0	0	0	0	1	0	0	0	0	0
MAGEA8-AS1	0	0	0	0	0	0	1	0	10	0	0	1
MAGEA8	4	4	1	0	0	0	1	0	0	5	0	0
EOLA2	893	829	724	718	812	470	984	797	776	761	699	724
HSFX4	0	0	2	0	9	0	1	0	0	5	1	0
EOLA2-DT	129	146	161	131	139	93	130	139	152	120	119	94
MIR2114	0	0	0	0	0	0	0	0	0	0	0	0
MAMLD1	1	0	2	0	0	0	0	0	5	0	0	2
LOC124905223	0	0	0	0	0	0	0	0	3	0	0	0
MTM1	801	883	911	735	865	595	943	964	587	795	736	939
MTMR1	750	747	649	686	719	423	903	878	510	814	697	780
CD99L2	547	531	529	396	505	338	656	488	493	400	487	555
LINC02927	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3	1216	1109	1060	989	1079	656	1483	1153	994	818	755	1109
MIR4330	0	0	0	0	0	0	0	0	0	0	0	0
GPR50-AS1	0	0	0	0	0	0	0	0	0	0	0	0
GPR50	0	0	0	0	0	0	0	0	0	0	0	0
VMA21	1366	1398	1293	1173	1311	895	1669	1321	1536	1245	1073	1180
LOC105373367	0	0	0	0	0	0	0	0	1	0	0	0
LOC105377213	0	0	0	0	3	0	0	0	0	0	0	0
PASD1	0	2	0	0	0	0	0	0	0	0	0	0
PRRG3	0	0	0	0	0	0	0	0	0	0	0	0
FATE1	0	0	4	0	0	0	0	0	0	0	0	0
CNGA2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA4-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA4	1	0	0	0	0	0	0	0	0	0	0	0
GABRE	1189	1561	1526	1141	1158	972	1551	1329	1645	1340	1032	1161
MIR224	20	25	36	19	16	10	33	32	19	9	9	15
MIR452	0	9	12	2	5	6	1	0	6	6	1	0
LOC105373369	27	21	43	22	33	29	36	51	22	33	20	20
LOC100533997	0	2	3	2	1	2	0	0	0	0	1	4
MAGEA5P	4	0	0	0	1	0	0	0	0	0	1	0
MAGEA10	0	0	1	0	2	0	0	2	1	6	0	0
GABRA3	96	69	28	17	61	24	59	69	41	26	29	57
MIR105-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR767	0	0	0	0	0	0	0	0	0	0	0	0
MIR105-2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA3-DT	0	0	0	0	0	0	0	0	0	0	0	0
GABRQ	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA3	0	0	0	0	0	0	0	0	0	0	0	0
CSAG2	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905224	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA2B	0	0	0	0	0	0	0	0	0	0	0	0
CSAG1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA12	0	0	0	0	0	0	0	0	0	0	0	0
CSAG4	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA2	0	0	0	0	0	0	0	0	0	0	0	0
CSAG3	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA6	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA6-DT	0	0	0	0	0	0	0	0	0	0	0	0
CETN2	0	0	0	0	0	0	0	0	0	0	0	0
NSDHL	0	0	0	0	0	0	0	0	0	0	0	0
ZNF185	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905237	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373372	0	0	0	0	0	0	0	0	0	0	0	0
PNMA5	0	0	0	0	0	0	0	0	0	0	0	0
PNMA3	3	4	4	8	0	5	1	10	0	7	0	8
PNMA6A	0	1	0	0	0	0	0	0	0	0	0	0
LOC124905225	1	3	0	0	0	0	0	3	0	0	2	0
MAGEA1	0	0	0	0	0	0	0	0	0	0	0	6
LOC105373373	0	0	0	0	0	0	0	0	2	0	0	0
PWWP4	0	0	0	0	0	0	0	0	0	0	0	0
PNMA6F	0	2	0	0	0	0	2	0	0	0	0	0
ZNF275	321	413	396	380	340	232	444	389	201	366	306	379
MIR12129	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905279	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373378	0	1	0	0	0	0	0	0	0	0	1	2
PNMA6E	0	1	0	0	0	0	0	0	0	0	0	0
LOC105373379	0	0	0	0	0	0	0	0	0	0	0	0
ZFP92	3	3	0	2	2	1	1	0	8	0	2	7
TREX2	2	9	3	2	5	0	2	3	8	1	8	11
HAUS7	323	399	413	310	358	234	426	426	466	320	339	408
ECMXP	15	25	29	19	13	14	18	3	29	17	8	11
BGN	4267	4346	3929	3369	3972	2163	4402	3994	3871	3267	3311	3734
ATP2B3	5	22	13	4	8	6	16	20	10	6	20	18
CCNQ	449	435	445	429	451	258	545	514	541	511	484	497
LOC105373383	6	14	9	16	10	11	12	11	10	13	14	4
DUSP9	1421	1331	1592	1417	1381	800	1603	1324	1311	1435	1325	1387
PNCK	412	475	366	434	429	235	528	487	508	324	360	361
SLC6A8	13773	13634	11959	11914	11927	6859	14962	12469	11267	11125	12363	12018
BCAP31	5463	5861	5414	5021	5807	3629	6892	6153	6596	5780	5549	5650
ABCD1	309	375	350	333	322	183	346	429	324	359	347	384
LOC124905226	11	26	15	4	6	14	8	6	17	13	8	4
PLXNB3-AS1	2	4	2	2	4	2	3	2	4	11	7	5
PLXNB3	22	17	17	22	14	9	28	13	11	20	11	19
LOC124905227	13	25	23	7	11	10	2	12	17	7	15	18
SRPK3	6	7	6	10	9	6	4	12	3	0	2	9
IDH3G	2004	2081	2123	1933	2054	1244	2334	2106	2749	1954	1897	2117
SSR4	5718	5600	5564	5301	5508	3148	6221	5637	7237	5670	5285	5925
PDZD4	73	48	48	33	60	38	59	45	51	37	56	60
L1CAM	249	249	202	201	237	150	235	225	178	207	203	255
L1CAM-AS1	7	1	0	3	4	0	0	0	0	0	0	5
AVPR2	1	0	3	4	7	1	8	6	0	2	2	0
ARHGAP4	220	206	223	157	254	101	266	233	287	179	195	241
NAA10	1012	999	1084	862	1005	575	1250	900	1152	1012	1008	990
RENBP	173	156	191	141	181	101	177	195	179	138	200	191
HCFC1	4923	4992	5024	4250	4338	2648	5403	4961	3461	5024	4835	5412
HCFC1-AS1	4	8	1	0	7	1	1	3	2	0	0	0
TMEM187	412	428	364	413	335	216	393	397	443	483	409	309
MIR3202-1	0	0	0	0	0	0	0	0	0	0	1	0
MIR3202-2	0	0	0	0	0	0	0	0	0	0	0	0
IRAK1	4670	4721	4573	4061	4135	2491	5272	4576	3964	4502	4392	4797
MIR718	0	0	0	0	0	0	0	0	0	0	0	1
MECP2	1544	1447	1478	1156	1391	812	1601	1243	1110	1406	1267	1296
OPN1LW	0	0	0	0	0	0	0	0	0	0	0	0
OPN1MW	0	0	0	0	0	0	0	0	0	0	0	0
OPN1MW2	0	0	0	0	0	0	0	0	0	0	0	0
OPN1MW3	0	0	0	0	0	0	0	0	0	0	0	0
TEX28	0	0	0	0	0	0	0	0	0	0	0	0
TKTL1	9	2	4	5	6	3	8	3	9	4	3	5
LOC105373386	2	6	0	4	2	0	7	0	2	0	5	0
FLNA	16227	17582	17219	15076	15756	9602	18739	17120	12194	18346	18354	17917
EMD	1762	1875	1743	1630	1693	1088	2051	1853	2262	1763	1557	1842
LOC124905228	29	32	53	36	29	22	68	53	52	48	47	29
RPL10	32576	31036	30641	26996	29127	16360	35534	30428	38136	27821	27698	29938
SNORA70	81	79	63	76	63	56	93	78	137	53	42	75
DNASE1L1	841	907	826	894	780	543	1057	924	902	916	927	792
TAFAZZIN	627	729	698	446	520	372	720	597	860	625	602	674
ATP6AP1-DT	154	212	162	155	164	111	232	181	239	181	188	208
ATP6AP1	7713	7901	7513	6710	7641	4702	9531	7705	7924	7314	7429	7989
GDI1	2853	3385	3245	2689	3055	1931	3778	3256	3495	3014	2910	3308
FAM50A	2489	2758	2617	2241	2531	1659	2956	2728	3390	2677	2802	2814
MIR6858	0	0	0	0	0	0	0	0	0	0	0	0
PLXNA3	2765	3758	3635	2867	2836	1966	3328	3525	3108	3428	3056	2932
LAGE3	526	568	561	579	556	289	739	609	765	664	569	586
UBL4A	1494	1455	1392	1402	1393	740	1715	1553	1346	1422	1256	1363
SLC10A3	853	949	982	920	905	542	1085	905	909	1037	970	900
FAM3A	2450	2493	2394	2221	2381	1345	2481	2263	2755	2454	2397	2327
LOC124905229	4	6	6	6	8	1	1	2	9	2	8	8
G6PD	1295	1378	1367	1177	1295	753	1569	1303	1511	1387	1124	1381
IKBKG	437	514	519	464	435	275	562	483	517	543	426	513
FAM223A	0	0	0	1	0	0	0	0	0	0	0	0
CTAG1A	0	0	0	0	0	0	0	0	0	0	0	0
CTAG1B	0	0	0	0	0	0	0	0	0	0	0	0
FAM223B	1	0	0	0	0	0	0	0	0	0	0	0
CTAG2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373387	0	0	0	0	0	0	0	0	0	0	0	0
GAB3	0	0	0	0	0	0	0	0	0	0	0	0
DKC1	1642	1733	1628	1248	1606	974	2077	1754	1552	1392	1358	1619
SNORA36A	0	0	0	0	0	0	0	0	0	0	0	0
MIR664B	0	0	0	0	0	0	0	0	0	0	0	0
SNORA56	0	0	0	0	0	0	0	0	0	0	0	0
MPP1	726	785	836	589	800	509	1005	949	908	729	649	730
SMIM9	0	0	1	0	1	0	1	0	0	0	0	0
F8	7	8	8	8	11	2	2	6	9	20	5	19
H2AB1	0	0	0	0	0	0	0	0	0	0	0	0
F8A1	119	137	117	130	104	101	154	145	213	138	150	139
MIR1184-1	0	0	0	0	0	0	0	0	0	0	0	0
FUNDC2	761	812	871	647	797	533	1018	868	934	816	861	918
CMC4	50	74	55	65	63	42	61	54	99	52	42	50
MTCP1	27	30	49	37	21	21	34	24	35	23	26	8
BRCC3	734	720	756	536	693	447	824	669	574	637	655	674
VBP1	1079	958	927	796	998	613	1249	1002	936	823	779	1031
RAB39B	0	0	0	0	6	1	0	0	1	3	4	4
CLIC2	2	3	3	0	0	0	3	0	1	2	1	0
LOC101927830	0	0	0	0	0	1	2	2	0	5	0	0
H2AB2	0	0	0	0	0	0	0	0	0	0	0	0
F8A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR1184-2	0	0	0	0	0	0	0	0	0	0	0	0
F8A3	0	0	1	1	0	0	1	2	1	1	3	1
MIR1184-3	0	0	0	0	0	0	0	0	0	0	0	0
H2AB3	0	0	0	0	0	0	0	0	0	0	0	0
TMLHE-AS1	1	0	0	0	3	0	0	0	0	0	2	0
TMLHE	275	267	308	281	271	157	312	290	273	293	260	295
SPRY3	0	2	1	0	2	0	0	1	0	2	0	0
VAMP7	0	0	0	0	0	0	0	0	0	0	0	0
IL9R	0	0	0	0	0	0	0	0	0	0	0	0
WASIR1	0	0	0	0	0	0	0	0	0	0	0	0
DDX11L16	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905300	6	0	0	2	4	0	1	2	1	0	0	0
PLCXD1_1	0	0	0	0	0	0	0	1	4	0	0	0
GTPBP6_1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00685_1	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R3B_1	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724521_1	0	0	0	0	0	0	0	0	0	0	0	0
SHOX_1	0	0	0	0	0	0	0	0	0	0	0	0
CRLF2_1	0	0	0	0	0	0	0	0	0	0	0	0
CSF2RA_1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905238_1	0	0	0	0	0	0	0	0	0	0	0	0
MIR3690_1	0	0	0	0	0	0	0	0	0	0	0	0
IL3RA_1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928032_1	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A6_1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900597_1	5	5	3	2	5	2	5	2	0	5	1	7
LINC00106_1	0	0	0	0	0	0	0	0	0	0	0	0
ASMTL-AS1_1	0	0	0	0	0	0	0	0	0	0	0	0
ASMTL_1	0	0	0	0	0	0	0	0	0	0	0	0
P2RY8_1	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17A_1	0	0	0	0	0	0	0	0	0	0	0	0
ASMT_1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02968_1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379413_1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985677_1	0	0	0	0	0	0	0	0	0	0	0	0
DHRSX_1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905239_1	0	0	0	0	0	0	0	0	0	0	0	0
ZBED1_1	0	0	0	0	0	0	0	0	0	0	0	0
LINC03112_1	0	0	0	0	0	0	0	0	0	0	0	0
MIR6089_1	0	0	0	0	0	0	0	0	0	0	0	0
CD99P1_1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00102_1	0	0	0	0	0	0	0	0	0	0	0	0
CD99_1	0	0	0	0	0	0	0	0	0	0	0	0
XGY2	0	0	0	0	0	0	0	0	0	0	0	0
SRY	0	0	2	2	0	0	0	3	0	5	0	7
RPS4Y1	0	0	0	0	0	0	0	0	0	0	0	0
ZFY	0	0	0	0	0	0	0	0	0	0	0	0
ZFY-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00278	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377227	0	0	0	0	0	0	0	0	0	0	0	0
MIR9985	0	0	0	0	0	0	0	0	0	0	0	0
PCDH11Y	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23B	0	0	0	0	0	0	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y9	0	0	0	0	0	0	0	0	0	0	0	0
LINC00280	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987353	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8B	0	0	0	0	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0	0
TBL1Y	0	0	0	0	0	0	0	0	0	0	0	0
PRKY	0	0	3	0	0	0	0	0	0	0	0	0
LOC107987338	0	0	0	0	0	0	0	0	0	0	0	0
TTTY16	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987339	0	0	0	0	0	0	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377229	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377231	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377232	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987354	0	0	0	0	0	0	0	0	0	0	0	0
LINC00279	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987340	0	0	0	0	0	0	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377234	0	0	0	0	0	0	0	0	0	0	0	0
TTTY19	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377235	0	0	0	0	0	0	0	0	0	0	0	0
TTTY11	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379264	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379265	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379266	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379267	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1A3P	0	0	0	0	0	0	0	0	0	0	0	0
TTTY20	0	0	0	0	0	0	0	0	0	0	0	0
TSPY4	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y8	0	0	0	0	0	0	0	0	0	0	0	0
TSPY8	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y7	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y6	0	0	0	0	0	0	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y5	0	0	0	0	0	0	0	0	0	0	0	0
TSPY1	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y4	0	0	0	0	0	0	0	0	0	0	0	0
TSPY9	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y3	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y2	0	0	0	0	0	0	0	0	0	0	0	0
TSPY10	0	0	0	0	0	0	0	0	0	0	0	0
RBMY3AP	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987342	0	0	0	0	0	0	0	0	0	0	0	0
